,username,mean,median,variance,number of tweets,Type of Data
1195,PUMAArgentina,13237.0,13237.0,148060224.0,2,Symmetric
1196,PUMAChile,7738.0,7738.0,17918289.0,2,Symmetric
1197,PUMAGolf,353.5833333333333,338.0,6042.57638888889,12,Symmetric
1198,PUMAHoops,669.7045454545455,462.5,202601.16270661156,44,Skewed
1199,PUMAPeru,6612.666666666667,4277.0,16532369.555555554,3,Skewed
1200,PUMASouthAfrica,460.81333333333333,405.0,37381.72515555556,75,Skewed
1201,ParamountAU,881.8095238095239,580.0,431188.63038548746,21,Skewed
1202,ParamountIRL,306.25,297.5,1226.1875,4,Skewed
1203,ParamountPics,727.25,535.5,239470.2875,60,Skewed
1204,PatMcAfeeShow,672.7115606936417,176.0,1432963.5127565237,3460,Skewed
1205,PaulBocuse,86.75,87.5,323.1875,4,Symmetric
1206,PaulDEaton52,16746.0,16526.0,169232578.5,4,Symmetric
1207,PaulDonnellySF,136.92,128.0,1511.0335999999998,25,Skewed
1208,PaulMcauliffe,192.33333333333334,137.0,11362.79365079365,21,Skewed
1209,PaulWilliamsLAB,282.8709677419355,222.5,25464.951092611864,62,Skewed
1210,PaulineTullyTD,97.0,97.0,0.0,1,Symmetric
1211,Paytm,252.92700729927006,161.5,49627.34503702915,274,Skewed
1212,PaytmAshaKiran,93.25,95.5,263.6875,4,Symmetric
1213,PaytmBank,109.73913043478261,108.0,1442.7145557655952,23,Skewed
1214,PaytmBusiness,121.11764705882354,119.0,1474.809688581315,17,Skewed
1215,PaytmFirst,144.6,144.0,56.64,5,Symmetric
1216,PaytmMall,153.48648648648648,126.0,8129.979547114681,37,Skewed
1217,PaytmMoney,93.3913043478261,80.0,1522.8468809073722,46,Skewed
1218,PaytmTickets,147.75833333333333,123.5,6696.070763888889,480,Skewed
1219,PaytmTravel,108.38461538461539,93.0,1473.3136094674558,13,Skewed
1220,Paytmcare,60.0,60.0,0.0,1,Symmetric
1221,PeacePalaceKH,156.0,156.0,0.0,1,Symmetric
1222,PepsiCo,37.12222222222222,16.0,1156.4295061728394,180,Skewed
1223,PepsiCoAMESA,4.186915887850467,3.0,14.750109179841035,107,Skewed
1224,PepsiCoIndia,5.178947368421053,4.0,21.32587257617729,95,Skewed
1225,PepsiCoJOBS,4.625668449197861,4.0,8.276988189539308,187,Skewed
1226,PepsiCoMidEast,5.416,4.0,17.458943999999995,125,Skewed
1227,PepsiCoPolska,8.333333333333334,9.0,24.222222222222225,3,Symmetric
1228,PepsiCoUKTrade,1.5574468085106383,1.0,2.850955183340878,235,Skewed
1229,PepsiCo_ESP,1.0,1.0,0.0,1,Symmetric
1230,PermSecMOD,262.0,262.0,0.0,1,Symmetric
1231,PetSmart,32.69846153846154,21.0,617.6875360946746,325,Skewed
1232,PetSmartChariTs,12.123050259965337,12.0,37.89993662312386,577,Symmetric
1233,PeteWilliamsNBC,352.5,352.5,22350.25,2,Symmetric
1234,Peugeot,260.2352941176471,233.0,4916.432031636184,119,Skewed
1235,PeugeotUK,253.63636363636363,249.0,3077.140495867768,11,Skewed
1236,PeugeotZA,229.0,229.0,576.0,2,Symmetric
1237,Peugeot_ME,294.0,294.0,0.0,1,Symmetric
1238,PfizerCA,3.9212962962962963,4.0,5.294731652949246,216,Symmetric
1239,PfizerEUPolicy,1.9390756302521008,2.0,2.880742002683426,476,Skewed
1240,PfizerNL,2.0,2.0,0.0,1,Symmetric
1241,PfizerOncMed,1.868421052631579,1.0,2.798476454293629,38,Skewed
1242,PfizerSuomi,1.0,1.0,0.0,1,Symmetric
1243,Pfizer_France,5.0,5.0,0.0,1,Symmetric
1244,Pfizer_Ireland,3.5357142857142856,3.0,5.877295918367347,140,Symmetric
1245,Pfizer_UK,3.4608208955223883,3.0,4.9499575350857645,536,Symmetric
1246,Pharrell,1154.15,807.0,1077793.4275000002,40,Skewed
1247,PhilWHudson,110.0,110.0,0.0,1,Symmetric
1248,PhilWilliams,180.11764705882354,173.0,1978.574394463668,17,Skewed
1249,Pirelli,511.5,435.5,48078.0,8,Skewed
1250,PirelliUSA,318.0,318.0,0.0,1,Symmetric
1251,PizzaHutIN,215.61904761904762,207.0,3075.473922902494,21,Skewed
1252,PjWilliams_26,1647.7,1138.0,2169397.21,10,Skewed
1253,Pluckers,219.816091954023,153.0,29222.415730831894,783,Skewed
1254,Pm237Services,95.5,95.5,182.25,2,Symmetric
1255,Policy,1159.0,1159.0,16384.0,2,Symmetric
1256,Poppi1k,251.35294117647058,216.0,15502.698961937718,17,Skewed
1257,Porsha4real,880.1176470588235,440.0,594361.9861591696,17,Skewed
1258,PotoChchEast,123.0,123.0,0.0,1,Symmetric
1259,PremiumBeat,193.33333333333334,182.0,16706.88888888889,3,Symmetric
1260,PrimatureRwanda,173.4909090909091,114.0,19291.340826446285,55,Skewed
1261,Pro_CharlieW,262.0,262.0,17161.0,2,Symmetric
1262,Puma213,515.0,515.0,0.0,1,Symmetric
1263,Qantas,352.2857142857143,248.0,70107.99999999999,49,Skewed
1264,QantasUSA,181.625,187.5,435.484375,8,Symmetric
1265,QuinlivanTD,121.6,111.0,1574.64,20,Skewed
1266,QuinnenWilliams,4433.666666666667,1496.0,18553784.22222222,3,Skewed
1267,RFERL,82.83720930232558,71.5,1566.7293131422389,344,Skewed
1268,RJinVegas,207.7741935483871,192.5,5936.078043704474,62,Skewed
1269,ROGNordic,8.625,7.0,33.484375,8,Skewed
1270,ROKAutomation,42.75,42.0,4.1875,4,Skewed
1271,RadeonPRO,787.0,777.0,200984.0,3,Symmetric
1272,RadioFreeAsia,153.49056603773585,94.0,20509.64613741545,53,Skewed
1273,RadioFreeSkaro,72.32432432432432,61.0,667.8948137326516,37,Skewed
1274,RandellW11,154.0,154.0,1.0,2,Symmetric
1275,RayHudson,684.6,510.5,243219.64000000004,10,Symmetric
1276,RaytheonDefense,170.25925925925927,133.0,7948.562414266116,27,Skewed
1277,RaytheonIntel,93.0,93.0,0.0,1,Symmetric
1278,RaytheonPolicy,85.5,85.5,20.25,2,Symmetric
1279,RaytheonTech,134.67796610169492,107.0,3688.557311117496,59,Skewed
1280,ReadaCronin,151.77777777777777,147.0,2605.7283950617284,9,Skewed
1281,RealBriaMyles,1913.0,1913.0,0.0,1,Symmetric
1282,RealMichelleW,429.29411764705884,349.5,98614.14878892736,34,Skewed
1283,RebeccaTVnews,134.85714285714286,138.0,188.97959183673467,7,Symmetric
1284,RedBullSalzburg,53706.0,53706.0,0.0,1,Symmetric
1285,RedBullUK,2952.0,2952.0,614656.0,2,Symmetric
1286,RenaultAU,65.0,61.0,62.0,3,Skewed
1287,RenaultBrasil,602.5,602.5,109230.25,2,Symmetric
1288,RenaultIndia,143.21993127147766,111.0,8734.281527143043,291,Skewed
1289,RenaultSeries,101.22413793103448,84.5,2034.3807966706302,58,Skewed
1290,RenaultSportUK,293.5,293.0,41026.25,4,Symmetric
1291,RepHudsonNC,76.0,76.0,0.0,1,Symmetric
1292,RepRWilliams,199.8,175.0,6255.0599999999995,20,Skewed
1293,RepRichHudson,259.55,215.0,44046.347499999996,20,Skewed
1294,ReshadHudson,210.75,191.5,13833.6875,12,Skewed
1295,ReviewIndo,78.66666666666667,52.5,1905.888888888889,6,Skewed
1296,RevlonIndia,93.4,67.0,2254.04,10,Skewed
1297,RhiannonJudithW,717.0,717.0,0.0,1,Symmetric
1298,RichALWilliams,1289.0,1289.0,1329409.0,2,Symmetric
1299,Rickthelaureate,174.0,172.0,2163.4285714285716,7,Skewed
1300,RoadAtlanta,117.6,117.0,622.64,5,Symmetric
1301,RobTheHockeyGuy,214.65555555555557,174.0,13081.959135802474,90,Skewed
1302,RobWilliamsAB,183.125,187.5,1691.859375,8,Symmetric
1303,RobertTroyTD,142.33333333333334,106.0,3100.222222222222,3,Skewed
1304,Robwilliams71,208.41739130434783,171.0,10946.208393194707,115,Skewed
1305,RomeoLacoste,13.0,13.0,0.0,1,Symmetric
1306,RonaMackaySNP,182.0,180.0,914.6666666666666,3,Symmetric
1307,RootKanal,1164.3333333333333,1171.0,3574.888888888889,3,Symmetric
1308,Rotary,191.98181818181817,171.0,3049.6905785123968,110,Skewed
1309,RoyalFreeNHS,87.15315315315316,73.0,1813.15672429186,111,Skewed
1310,Rtreatwilliams,263.4782608695652,220.0,19562.61711634301,506,Skewed
1311,Rupertbell,211.5,165.5,7918.159090909091,22,Skewed
1312,RyanWilliamsA1,312.0,259.0,26624.666666666668,3,Symmetric
1313,Ryan_Wms,204.4375,188.5,4702.87109375,16,Symmetric
1314,SABCEducation,224.0,224.0,0.0,1,Symmetric
1315,SABCNews,223.3342245989305,170.0,19772.217170922817,748,Skewed
1316,SABCPortal,170.8181818181818,154.0,3617.9669421487606,11,Symmetric
1317,SABC_Sport,146.36,132.5,1681.0503999999999,100,Skewed
1318,SAP,79.84942084942085,59.0,2662.9309938730785,259,Skewed
1319,SAPAPJ,125.81818181818181,80.0,15247.057851239668,11,Skewed
1320,SAPAfrica,64.0,64.0,36.0,2,Symmetric
1321,SAPAriba,115.0,93.0,4988.0,10,Skewed
1322,SAPBusinessOne,45.333333333333336,44.0,17.555555555555557,3,Symmetric
1323,SAPCenter,87.79310344827586,74.0,2102.3709869203326,29,Skewed
1324,SAPCommunity,51.0,49.5,53.666666666666664,12,Skewed
1325,SAPHellasCyprus,51.0,51.0,0.0,1,Symmetric
1326,SAPIndia,100.0068493150685,94.0,1179.9246106211297,146,Symmetric
1327,SAPMentors,45.5,46.5,8.25,4,Skewed
1328,SAPMobile,47.0,47.0,1.0,2,Symmetric
1329,SAPNews,82.41176470588235,62.0,1527.6539792387541,17,Skewed
1330,SAPNextGen,64.0,59.0,101.6,5,Skewed
1331,SAPPartnerEdge,13410.333333333334,8554.0,87669914.88888888,3,Skewed
1332,SAPSports,130.26506024096386,86.0,10463.014080418057,83,Skewed
1333,SAP_Berlin,43.5,43.5,0.25,2,Symmetric
1334,SAP_CX,75.25,67.5,769.1875,8,Symmetric
1335,SAP_Retail,58.333333333333336,62.0,66.88888888888889,3,Skewed
1336,SAPdevs,51.70967741935484,48.0,92.39958376690947,93,Skewed
1337,SFTHQ,73.48148148148148,68.0,664.7311385459533,54,Skewed
1338,SHUUTY_ss,12787.0,12787.0,0.0,1,Symmetric
1339,SH_Plan,428.0,428.0,0.0,1,Symmetric
1340,SNCaroline,274.8125,219.5,23924.735677083332,48,Skewed
1341,SNCmusic,1361.0,1361.0,0.0,1,Symmetric
1342,SQLServer,63.266666666666666,60.0,95.99555555555554,30,Skewed
1343,STLMetro,60.68181818181818,57.0,244.4896694214876,22,Skewed
1344,Saab,1276.0,1319.0,25654.8,5,Symmetric
1345,SallyLHudson,156.97142857142856,139.0,5609.170612244898,35,Skewed
1346,Samsung,1481.2333333333333,662.5,2261363.8455555555,30,Skewed
1347,SamsungAU,673.5,556.0,186670.75,8,Skewed
1348,SamsungBizUSA,508.42857142857144,462.0,94205.38775510204,7,Skewed
1349,SamsungCanada,680.5555555555555,651.0,123939.35802469133,9,Symmetric
1350,SamsungEgypt,611.0,611.0,153664.0,2,Symmetric
1351,SamsungEspana,640.6666666666666,399.0,141541.55555555553,3,Skewed
1352,SamsungFR,1497.5,1497.5,291060.25,2,Symmetric
1353,SamsungIndia,328.76063829787233,279.0,21358.640844273425,1504,Skewed
1354,SamsungIreland_,260.5,260.5,20.25,2,Symmetric
1355,SamsungKE,215.0,215.0,0.0,1,Symmetric
1356,SamsungLatin,7913.0,7913.0,0.0,1,Symmetric
1357,SamsungMalaysia,1984.4166666666667,872.0,4497503.143055555,60,Skewed
1358,SamsungMobile,800.1888412017167,636.5,277687.2690600306,466,Skewed
1359,SamsungMobileKE,456.0416666666667,371.0,48525.70659722222,24,Skewed
1360,SamsungMobileSA,575.25,459.5,134118.67769607843,204,Skewed
1361,SamsungMobileTz,836.0,836.0,0.0,1,Symmetric
1362,SamsungMobileUS,922.5652173913044,539.0,1009588.002268431,115,Skewed
1363,SamsungNL,1121.0,1121.0,0.0,1,Symmetric
1364,SamsungNepal,3569.0,3569.0,8549776.0,2,Symmetric
1365,SamsungNetworks,225.0,225.0,0.0,1,Symmetric
1366,SamsungNewsUS,578.5,392.5,200821.25,4,Skewed
1367,SamsungNext,243.66666666666666,211.0,3264.2222222222226,3,Skewed
1368,SamsungPH,1702.7027027027027,721.0,4163515.695398101,74,Skewed
1369,SamsungPakistan,904.9166666666666,859.5,448056.07638888893,12,Skewed
1370,SamsungSG,3086.090909090909,2203.0,6737770.446280992,11,Skewed
1371,SamsungSemiUS,1860.0,1860.0,0.0,1,Symmetric
1372,SamsungSupport,4997.5,4997.5,13443222.25,2,Symmetric
1373,SamsungTV,2069.0,248.5,14987987.333333334,6,Skewed
1374,SamsungTVPlus,214.5,214.5,380.25,2,Symmetric
1375,SamsungThailand,2791.0,2045.0,4446203.75,8,Skewed
1376,SamsungUK,2533.3846153846152,955.5,12689871.69822485,26,Skewed
1377,SamsungUS,1396.5384615384614,808.0,1623529.479289941,13,Skewed
1378,Samsung_Ghana,464.59090909090907,348.5,109158.87809917355,22,Skewed
1379,SamuelWBell,143.33333333333334,127.0,1453.5555555555557,3,Skewed
1380,SanCiscoMusic,77.40625,78.5,883.9287109375,32,Symmetric
1381,SanjayWills,1229.4285714285713,412.0,2621516.5306122447,14,Skewed
1382,SaraAnn_Lee,173.0,175.5,562.5,4,Symmetric
1383,SarahDesjardins,128.5,142.5,12607.05,10,Symmetric
1384,Sascha_Williams,212.33333333333334,232.0,3561.777777777778,9,Symmetric
1385,SaulWilliams,258.1666666666667,267.5,8079.805555555555,6,Symmetric
1386,SbuxIndonesia,197.28571428571428,199.0,833.3469387755104,7,Symmetric
1387,SchiavelloVOICE,142.85714285714286,139.0,1749.265306122449,7,Symmetric
1388,SchwabCupFinale,1.9196428571428572,2.0,1.6988998724489797,112,Symmetric
1389,ScooterMagruder,971.7948328267477,684.5,649281.2968122063,658,Skewed
1390,ScotiabankArena,280.64935064935065,214.0,27022.40951256536,77,Skewed
1391,ScotiabankCtr,162.5,162.5,342.25,2,Symmetric
1392,ScottBellDMN,194.7,169.5,6488.81,30,Skewed
1393,ScottFox29,150.0,150.0,0.0,1,Symmetric
1394,ScottWilliams,360.0,360.0,0.0,1,Symmetric
1395,ScottWilliams_1,1511.0,1529.0,1698.0,3,Skewed
1396,ScottyCameron,188.9433962264151,168.0,2828.996796012816,53,Skewed
1397,SeHablaToyota,9.5,9.5,72.25,2,Symmetric
1398,SecureFreeSoc,238.0,238.0,0.0,1,Symmetric
1399,SenTonyWilliams,115.0,115.0,0.0,1,Symmetric
1400,SenWilliamsPA,171.5,171.5,2070.25,2,Symmetric
1401,SenatorJohnBell,155.6,155.0,952.2400000000001,5,Symmetric
1402,Sephora,254.14746543778801,216.0,10985.609590350186,217,Skewed
1403,SethWEmerson,137.968,126.0,17113.742975999998,125,Skewed
1404,ShaneWilliams11,254.42424242424244,221.0,15906.00183654729,33,Skewed
1405,SharePoint,72.37269372693727,67.0,386.1968927438352,271,Skewed
1406,Shell,194.78301886792454,115.5,36953.88688145247,106,Skewed
1407,ShellScotford,59.0,61.0,18.666666666666668,3,Skewed
1408,ShellStationsUS,125.3,102.0,5164.209999999999,20,Skewed
1409,ShellVPowerRT,114.35261707988981,96.0,3377.4514187707273,363,Skewed
1410,Shell_Australia,239.28571428571428,164.0,42811.91836734694,7,Skewed
1411,Shell_Aviation,354.0,354.0,33489.0,2,Symmetric
1412,Shell_Canada,563.5714285714286,240.0,300624.5306122449,14,Skewed
1413,Shell_India,2234.6153846153848,1359.0,5507789.928994084,13,Skewed
1414,Shell_Kenya,253.0,253.0,20596.545454545456,11,Skewed
1415,Shell_NatGas,180.5,178.0,10150.25,4,Symmetric
1416,Shell_Nigeria,66.11111111111111,54.0,340.32098765432096,9,Skewed
1417,Shell_UKLtd,192.2,157.0,19302.359999999997,10,Skewed
1418,Shell_USA,80.6875,79.0,568.08984375,16,Skewed
1419,Shell_Uganda,186.77777777777777,147.0,10644.0987654321,27,Skewed
1420,ShineIberia,90.0,90.0,0.0,1,Symmetric
1421,ShopRiteStores,2.692967409948542,3.0,1.3860054311848868,583,Skewed
1422,ShopTalkingWigg,709.0,709.0,0.0,1,Symmetric
1423,Shoprite_NG,2.4974093264248705,3.0,1.317350801363795,193,Symmetric
1424,Shoprite_SA,1.8685800604229608,2.0,1.893604932412081,662,Symmetric
1425,Shutterstock,58.65,47.0,405.32750000000004,20,Skewed
1426,ShutterstockNow,78.04109589041096,68.0,1369.7654344154626,73,Skewed
1427,Siemens,157.40416666666667,76.0,40894.949149305554,240,Skewed
1428,SiemensCanada,57.0,52.0,177.2,5,Symmetric
1429,SiemensDE,54.5,54.5,20.25,2,Symmetric
1430,SiemensEnergyME,134.64615384615385,72.0,15205.351715976329,130,Skewed
1431,SiemensGamesa,56.74766355140187,52.0,286.3008122980173,107,Skewed
1432,SiemensHealth,93.67105263157895,65.0,4309.773372576176,76,Skewed
1433,SiemensInfra,523.6,396.0,200666.45818181816,55,Skewed
1434,SiemensMobility,105.86619718309859,71.0,6066.496181313231,142,Skewed
1435,SiemensTurkiye,84.0,84.0,0.0,1,Symmetric
1436,SiemensUKNews,69.48571428571428,62.0,620.3640816326532,35,Skewed
1437,SiemensUSA,75.87096774193549,62.0,1436.6285119667018,31,Skewed
1438,Siemens_Arts,58.166666666666664,55.5,54.138888888888886,6,Skewed
1439,Siemens_Energy,332.53333333333336,116.0,218180.6488888889,150,Skewed
1440,Siemens_SFS,323.0,334.0,38240.92307692308,13,Symmetric
1441,SimonHarrisTD,614.237037037037,426.5,302828.32159122085,270,Skewed
1442,SimonWPDE,157.66666666666666,153.0,1024.888888888889,3,Symmetric
1443,SimoneeSimaria,263.0,195.5,34035.5,4,Skewed
1444,SingaporeAir,411.25,337.0,19648.9375,8,Skewed
1445,Singtel,194.0,194.0,0.0,1,Symmetric
1446,SmallBizLady,2.158333333333333,2.0,2.3082638888888893,1200,Skewed
1447,Snellk,54.903225806451616,52.0,111.31321540062434,31,Skewed
1448,SnottieDrippen,2691.777777777778,2504.0,2095787.7283950613,9,Symmetric
1449,SodaBarSD,114.85714285714286,106.0,807.5510204081633,7,Symmetric
1450,SonnyBWilliams,4044.4969325153374,3007.0,9214229.354285067,163,Skewed
1451,SorcaClarke_TD,91.0,91.0,0.0,1,Symmetric
1452,SouthMetroPIO,82.56972111553785,69.0,1891.1455373724225,251,Skewed
1453,SpiderManMovie,9617.115942028986,6697.0,85159656.8126444,138,Skewed
1454,SpiritAirlines,57.86666666666667,52.5,219.7155555555556,30,Skewed
1455,Spotify,5049.481296758105,3190.0,18964779.361869637,401,Skewed
1456,SpotifyAU,3185.6666666666665,2869.0,2462735.555555556,9,Skewed
1457,SpotifyAds,4940.0,4940.0,0.0,1,Symmetric
1458,SpotifyArabia,12432.9,10591.5,61282922.89000001,10,Skewed
1459,SpotifyCanada,12635.333333333334,14051.0,11066796.222222222,3,Skewed
1460,SpotifyID,2398.777777777778,2213.0,329272.39506172837,9,Skewed
1461,SpotifyJP,9696.0,9696.0,53949025.0,2,Symmetric
1462,SpotifyKpop,7603.671361502347,5112.0,48724390.92486058,213,Skewed
1463,SpotifyMY,5754.0,6248.0,6590834.666666667,3,Symmetric
1464,SpotifyMexico,4345.0,4345.0,0.0,1,Symmetric
1465,SpotifyNZ,1590.0,1590.0,0.0,1,Symmetric
1466,SpotifyNews,8918.333333333334,2988.0,84885930.8888889,3,Skewed
1467,SpotifySG,28532.166666666668,28434.0,828759.8055555555,6,Symmetric
1468,SpotifyUK,3953.5384615384614,3092.5,5981856.8639053255,26,Skewed
1469,SpotifyUSA,3925.923076923077,3139.0,6279396.532544379,13,Skewed
1470,Spotify_PH,2839.3333333333335,2264.0,671264.8888888889,3,Skewed
1471,StaceyBell_Lynn,340.0,340.0,0.0,1,Symmetric
1472,StaplesCanada,1350.0,1350.0,559504.0,2,Symmetric
1473,Starbucks,1342.1963470319636,1135.0,881198.7787994413,219,Skewed
1474,StarbucksCanada,279.0769230769231,233.5,11367.917159763312,26,Skewed
1475,StarbucksEMEA,192.5,192.5,132.25,2,Symmetric
1476,StarbucksIndia,351.10526315789474,325.0,29381.199445983377,38,Skewed
1477,StarbucksMex,228.0,228.0,0.0,1,Symmetric
1478,StarbucksNews,311.35897435897436,228.0,34043.76857330703,39,Skewed
1479,StarbucksUK,499.3076923076923,301.0,219791.9053254438,13,Skewed
1480,StateFarm,192.73076923076923,124.5,17119.581360946744,26,Skewed
1481,StateFarmArena,245.1851851851852,165.0,31376.299039780526,27,Skewed
1482,StateFarmCenter,186.0,191.0,5775.066666666667,15,Skewed
1483,StateFarmStdm,308.4,195.0,55563.840000000004,5,Symmetric
1484,StefWilliams25,216.2,192.0,9259.76,5,Symmetric
1485,Stephania_ESPN,347.875,345.5,25365.609375,24,Skewed
1486,Stephen_Emerson,2.6923076923076925,2.0,4.982248520710059,13,Symmetric
1487,SteveWmsCNN,342.0,342.0,51984.0,2,Symmetric
1488,Steverukavina,95.85714285714286,75.0,1614.6938775510203,7,Skewed
1489,StewGlobal,176.88888888888889,179.0,2371.9876543209875,18,Symmetric
1490,SugarBowlNola,373.81111111111113,286.0,51675.08654320988,90,Skewed
1491,SupaScoob,721.0,721.0,336400.0,2,Symmetric
1492,SusanBaroness,121.0,121.0,0.0,1,Symmetric
1493,SutterHealth,51.333333333333336,48.0,48.22222222222222,6,Skewed
1494,SwiftKey,89.08333333333333,84.0,765.2430555555555,12,Skewed
1495,SydDivineTarot,3173.822222222222,2030.0,6580118.679506174,45,Skewed
1496,SydneyMetro,50.0,50.0,0.0,1,Symmetric
1497,TAXIMusic,86.5,86.5,1260.25,2,Symmetric
1498,TDA4advisors,103.8,99.0,184.56,5,Symmetric
1499,TDANetwork,177.28571428571428,154.0,8974.204081632653,7,Skewed
1500,TDAmeritrade,222.625,171.0,19164.734375,8,Skewed
1501,TDNews_US,233.0,233.0,0.0,1,Symmetric
1502,TDPresentsYT,575.84,388.0,249476.66773333325,75,Skewed
1503,TD_Canada,129.36363636363637,113.5,1878.504132231405,22,Skewed
1504,TD_Careers,96.0,94.5,13.5,4,Skewed
1505,TD_Place,151.35294117647058,137.0,3376.1107266435984,17,Skewed
1506,TFEATS,140.5,140.5,3080.25,2,Symmetric
1507,TGR_WEC,384.3737769080235,333.0,28553.748744834767,511,Skewed
1508,THE__MONSTER,232.0,232.0,9.0,2,Symmetric
1509,THudson_321,89.0,89.0,64.0,2,Symmetric
1510,TKOCBS,648.0,648.0,0.0,1,Symmetric
1511,TK_MiddleEast,4.203389830508475,4.0,4.738293593794888,59,Symmetric
1512,TOYOTA_GR,1306.5555555555557,1419.0,399499.8024691358,9,Symmetric
1513,TRVLRSseries,276.83653846153845,241.5,29956.27135724852,104,Skewed
1514,TW1906,415.0,415.0,0.0,1,Symmetric
1515,TWFTonyWilliams,818.0,657.5,335290.0,12,Skewed
1516,TacoBellCanada,169.0,159.0,200.0,3,Skewed
1517,Tahzh_,150.4,146.0,448.23999999999995,5,Symmetric
1518,TalbotsOfficial,41.0,41.0,0.0,1,Symmetric
1519,TallBoyzIsAShow,108.15,90.5,4505.527500000001,20,Skewed
1520,TalosSecurity,2.7333333333333334,3.0,1.3852991452991459,195,Skewed
1521,TankWilliams13,221.1,176.5,18200.689999999995,10,Skewed
1522,Target,351.7683615819209,193.0,138433.22882951898,177,Skewed
1523,TargetCareers,253.0,253.0,0.0,1,Symmetric
1524,TargetCenterMN,108.13333333333334,104.0,667.2488888888889,30,Symmetric
1525,TargetDarts,119.79565217391304,100.0,2976.9886767485823,230,Skewed
1526,TargetNews,144.4703196347032,130.0,4243.829027751715,219,Skewed
1527,TargetOvarian,121.6,87.0,4025.0399999999995,5,Skewed
1528,TeamCoachBuzz,305.38376383763836,251.0,28985.985566645333,271,Skewed
1529,TeamLou23,283.0,228.5,25938.0,6,Skewed
1530,TechNetUK,154.0,154.0,9604.0,2,Symmetric
1531,TedStryker,7194.5,7194.5,26301512.25,2,Symmetric
1532,TerranceWill2,339.8,287.0,26133.760000000002,5,Symmetric
1533,Tesco,130.0212765957447,85.0,11779.92720688094,235,Skewed
1534,TescoBankNews,41.0,41.0,0.0,1,Symmetric
1535,TescoIrl,92.66666666666667,75.0,2888.4126984126983,21,Skewed
1536,Tesla,21254.0,19929.0,172690900.66666666,39,Symmetric
1537,TeslaBoySound,9.5,9.5,2.25,2,Symmetric
1538,Tesla_Asia,320.6666666666667,318.0,10925.138888888889,24,Symmetric
1539,ThaMonstar,113.0,113.0,0.0,1,Symmetric
1540,ThatBoyCurtis,236.92307692307693,199.0,10298.532544378695,13,Skewed
1541,TheAACars,0.5934579439252337,0.0,0.5216394444929688,214,Skewed
1542,TheAA_UK,0.9830508474576272,1.0,0.8641195058891123,59,Skewed
1543,TheAAie,1.3,1.0,1.3211111111111111,90,Symmetric
1544,TheArcUS,70.66666666666667,70.0,2.8888888888888893,3,Skewed
1545,TheBodyShop,80.29268292682927,60.0,2041.4753123140986,41,Skewed
1546,TheBodyShopIND,116.83076923076923,88.0,5850.940591715976,65,Skewed
1547,TheBodyShopSA,87.33333333333333,89.0,734.2222222222222,6,Symmetric
1548,TheBodyShopUK,69.736,58.0,934.466304,125,Skewed
1549,TheBodyShopUS,44.5,44.5,0.25,2,Symmetric
1550,TheChampions,306.1363636363636,250.0,30658.416469893746,154,Skewed
1551,TheCurrentCBC,73.66386554621849,64.0,1026.8786102676365,119,Skewed
1552,TheFlaBar,145.68571428571428,113.0,5950.729795918368,35,Skewed
1553,TheFreeTradeInn,76.06153846153846,62.0,1169.134674556213,65,Skewed
1554,TheHall,166.95945945945945,117.0,10296.917275383492,148,Skewed
1555,TheIndyFilm,76.25641025641026,59.0,1462.4470742932283,78,Skewed
1556,TheJuanWilliams,226.55555555555554,148.0,25776.024691358027,9,Skewed
1557,TheK_Williams,243.71428571428572,206.5,15411.061224489795,14,Symmetric
1558,TheLeadCNN,983.645788336933,792.0,280463.4382490006,463,Skewed
1559,TheNVIndy,77.23404255319149,72.0,797.4984155726572,47,Skewed
1560,TheReall__6,470.61538461538464,274.5,148512.0828402367,26,Skewed
1561,TheRekhaSharma,112.52513966480447,100.0,6042.40579257826,179,Skewed
1562,TheUPSStore,376.75,254.5,99409.8125,16,Skewed
1563,TheWitcherMS,252.0,252.0,0.0,1,Symmetric
1564,TheWolseley,55.63157894736842,52.0,141.49584487534625,19,Skewed
1565,TheeBWill,405.7142857142857,286.0,46942.775510204076,7,Skewed
1566,ThomasGouldSF,123.55555555555556,107.0,1383.358024691358,9,Skewed
1567,Thresort,216.33333333333334,180.0,6997.555555555555,3,Skewed
1568,Tiffany_Dupont,69.0,69.0,0.0,1,Symmetric
1569,TimHortons,221.60416666666666,182.0,36250.753038194445,144,Skewed
1570,TimHortonsGCC,3.0,3.0,5.925925925925926,27,Skewed
1571,TimHortonsMX,2.0,2.0,0.0,1,Symmetric
1572,TimHortonsPH,3.23728813559322,3.0,7.333524849181271,177,Skewed
1573,TimHortonsUS,11.28,11.0,18.041600000000003,200,Symmetric
1574,TimWill94,224.0,224.0,0.0,1,Symmetric
1575,TimWilliamsWJZ,261.6666666666667,271.0,8556.22222222222,3,Symmetric
1576,Tim_Nwilliams,208.0,208.0,0.0,1,Symmetric
1577,TimesFreePress,49.666666666666664,52.0,16.222222222222225,3,Skewed
1578,TomWillz_,358.0,358.0,0.0,1,Symmetric
1579,TommyHilfiger,73.75328467153285,87.0,3088.1975257072827,685,Symmetric
1580,TommyHudson15,306.0,306.0,53361.0,2,Symmetric
1581,TotalDivas,960.5,807.5,230152.1517857143,224,Skewed
1582,TourofBritain,186.21176470588236,163.0,5711.225743944637,85,Skewed
1583,TownofAvonIN,58.5,52.5,300.75,8,Skewed
